Number of Tool Switches: 19 

Time elapsed: 0.000116 
Tool Sequence:
      8J  5J  1J  2J  7J  4J  6J  3J
  1T   1   1   1   1   1   1   1   1
  2T   1   1   1   1   1   0   0   0
  3T   1   1   0   0   0   1   1   1
  4T   1   1   1   1   1   1   1   1
  5T   0   0   0   0   1   1   1   1
  6T   1   1   1   0   0   0   0   0
  7T   1   1   1   1   0   0   0   0
  8T   1   1   1   1   1   1   1   1
  9T   0   0   0   1   1   1   1   0
 10T   1   1   1   1   1   1   1   1
 11T   0   0   1   0   0   0   1   1
 12T   0   0   1   1   1   1   1   1
 13T   1   1   0   0   0   0   0   1
 14T   0   0   0   1   1   1   1   0
 15T   1   1   1   1   1   1   0   1
