Number of Tool Switches: 31 

Time elapsed: 0.000144 
Tool Sequence:
      3J  1J  4J  5J  7J  6J  2J  8J
  1T   0   0   0   0   0   0   1   0
  2T   0   0   0   1   0   0   0   0
  3T   1   1   1   1   1   1   1   1
  4T   0   0   0   0   0   0   1   1
  5T   1   1   0   0   0   0   0   0
  6T   0   0   1   1   0   0   0   0
  7T   0   0   0   0   1   1   0   0
  8T   0   0   0   1   1   1   1   0
  9T   1   1   1   1   1   1   1   1
 10T   1   1   1   1   1   0   0   0
 11T   1   1   0   0   0   0   0   0
 12T   0   0   0   0   1   1   0   0
 13T   1   1   0   0   1   1   1   1
 14T   0   0   0   1   1   1   1   0
 15T   0   0   0   1   0   0   0   0
 16T   0   0   1   0   0   0   1   1
 17T   0   0   1   0   0   0   0   0
 18T   0   0   0   0   0   1   1   1
 19T   0   0   1   1   1   1   1   1
 20T   0   0   1   0   1   1   0   1
 21T   1   1   0   0   0   0   0   1
 22T   1   1   1   1   0   0   0   0
 23T   1   1   0   0   0   0   0   1
 24T   1   1   0   0   0   0   0   0
 25T   0   0   1   0   0   0   0   0
