Number of Tool Switches: 20 

Time elapsed: 0.000177 
Tool Sequence:
      1J  7J  4J  5J  3J  6J  8J  2J
  1T   0   0   0   0   0   0   1   1
  2T   0   0   0   0   0   0   0   1
  3T   1   1   1   1   1   1   1   1
  4T   1   1   1   1   1   1   1   1
  5T   1   1   1   1   1   1   1   1
  6T   1   1   1   1   1   1   1   1
  7T   1   1   1   1   1   1   1   1
  8T   0   0   0   0   0   0   1   1
  9T   1   1   1   1   1   1   1   1
 10T   1   1   1   1   1   1   1   1
 11T   1   1   1   1   1   1   1   1
 12T   1   1   1   1   1   1   1   1
 13T   1   1   1   1   1   1   1   1
 14T   1   1   1   1   1   1   0   0
 15T   1   1   1   1   1   1   0   0
 16T   1   1   1   1   1   1   1   1
 17T   0   0   0   0   0   0   1   0
 18T   1   1   1   1   1   1   0   0
 19T   1   1   1   1   1   0   0   0
 20T   0   0   0   0   0   1   1   1
