Number of Tool Switches: 20 

Time elapsed: 0.000073 
Tool Sequence:
      4J  5J  6J  3J  1J  7J  2J  8J
  1T   0   0   1   1   0   0   0   0
  2T   0   1   1   1   0   0   0   0
  3T   1   1   1   0   0   0   0   0
  4T   0   0   0   0   1   0   0   0
  5T   0   0   0   0   1   1   1   0
  6T   1   1   0   0   0   0   0   1
  7T   0   0   0   0   0   0   0   1
  8T   0   0   0   0   0   1   1   1
  9T   1   0   0   0   0   0   0   1
 10T   0   0   0   1   1   1   1   0
 11T   0   1   0   1   1   1   1   0
 12T   1   0   0   0   1   0   0   0
 13T   1   1   1   0   0   0   0   0
 14T   0   0   1   1   0   1   0   0
 15T   0   0   0   0   0   0   1   1
