Number of Tool Switches: 21 

Time elapsed: 0.000138 
Tool Sequence:
      1J  4J  3J  5J  2J  7J  6J  8J
  1T   1   1   1   1   0   0   0   0
  2T   0   0   0   0   0   0   1   1
  3T   1   1   1   1   1   1   1   1
  4T   1   1   1   1   1   1   1   1
  5T   1   1   0   0   0   0   0   0
  6T   1   1   1   0   0   0   0   0
  7T   1   1   1   1   1   1   1   1
  8T   0   0   0   1   1   1   1   1
  9T   1   1   1   1   1   1   1   1
 10T   1   1   0   0   0   0   0   1
 11T   1   1   1   1   1   1   1   1
 12T   0   0   1   1   1   1   1   1
 13T   1   1   1   1   1   1   1   1
 14T   0   0   0   0   1   1   1   1
 15T   1   1   1   1   1   1   1   1
 16T   0   0   1   1   1   1   1   1
 17T   1   1   1   1   1   1   1   1
 18T   1   1   1   1   1   1   1   0
 19T   1   1   1   1   1   1   0   0
 20T   1   1   1   1   1   1   1   1
