Number of Tool Switches: 26 

Time elapsed: 0.000174 
Tool Sequence:
      7J  1J  3J  2J  6J  4J  5J  8J
  1T   0   0   0   0   0   1   1   1
  2T   1   1   1   1   1   1   1   1
  3T   0   0   0   1   1   1   1   1
  4T   1   1   1   0   0   0   0   0
  5T   1   1   1   1   0   0   0   0
  6T   0   0   0   0   0   1   1   1
  7T   0   0   0   0   0   1   1   1
  8T   1   1   1   0   0   0   0   0
  9T   0   0   0   1   0   0   0   0
 10T   1   1   1   1   1   1   1   1
 11T   0   0   0   0   1   1   1   1
 12T   0   0   0   1   1   0   0   0
 13T   1   1   1   0   0   0   0   0
 14T   1   1   1   1   1   1   1   1
 15T   1   1   1   1   1   1   1   1
 16T   1   1   1   1   1   0   0   0
 17T   1   1   0   0   0   0   1   1
 18T   1   1   1   1   1   1   1   1
 19T   0   0   0   0   1   0   0   0
 20T   1   1   1   1   1   1   1   1
 21T   0   0   0   0   1   1   0   0
 22T   1   1   1   1   0   0   0   0
 23T   1   1   1   1   1   1   1   1
 24T   1   1   1   1   1   1   1   1
 25T   0   0   1   1   1   1   1   1
