Number of Tool Switches: 30 

Time elapsed: 0.000158 
Tool Sequence:
      5J  7J  3J  8J  4J  1J  2J  6J
  1T   1   1   1   1   1   1   1   1
  2T   0   0   0   1   1   0   0   0
  3T   1   1   1   1   0   0   0   1
  4T   1   1   1   1   1   1   1   1
  5T   0   0   0   1   1   1   1   1
  6T   1   1   1   0   0   0   0   0
  7T   1   1   1   1   1   1   1   1
  8T   1   1   1   0   0   0   0   0
  9T   1   1   1   1   1   1   1   1
 10T   1   1   1   1   1   1   0   0
 11T   1   1   0   0   0   0   0   1
 12T   0   0   1   0   0   0   0   1
 13T   0   0   0   1   1   1   1   0
 14T   1   1   1   1   1   1   0   0
 15T   1   1   1   1   1   1   1   1
 16T   0   0   0   0   0   0   1   1
 17T   1   1   1   1   1   1   1   0
 18T   0   0   0   0   1   1   1   0
 19T   1   1   0   0   0   0   1   1
 20T   0   0   0   0   1   1   1   1
 21T   0   0   0   1   1   1   1   1
 22T   1   1   1   1   1   1   1   1
 23T   0   0   1   1   0   0   0   1
 24T   1   1   1   0   0   0   0   0
 25T   0   0   0   0   0   1   1   0
