Number of Tool Switches: 25 

Time elapsed: 0.000168 
Tool Sequence:
      7J  4J  1J  3J  2J  5J  6J  8J
  1T   0   0   0   0   1   1   1   1
  2T   1   1   1   1   1   1   1   1
  3T   1   1   1   1   1   1   1   1
  4T   0   0   0   0   0   1   1   1
  5T   0   0   0   0   1   0   0   0
  6T   1   1   1   1   1   1   1   1
  7T   0   0   0   0   0   0   1   1
  8T   1   1   1   1   0   0   0   0
  9T   1   1   1   1   0   0   0   0
 10T   0   0   0   1   0   0   0   0
 11T   1   1   1   1   1   1   1   0
 12T   0   0   0   0   0   0   0   1
 13T   1   1   1   0   0   0   0   0
 14T   0   0   0   0   1   1   1   0
 15T   1   1   1   0   0   0   0   0
 16T   1   1   1   0   0   0   0   0
 17T   0   0   0   0   1   0   0   0
 18T   0   0   0   1   0   0   0   0
 19T   0   0   0   0   0   0   0   1
 20T   0   0   0   1   1   0   0   0
 21T   0   0   0   0   0   1   1   0
 22T   0   0   0   0   0   0   0   1
 23T   1   1   1   1   1   1   0   0
 24T   0   0   0   0   0   0   1   1
 25T   0   0   0   0   0   1   0   0
