Number of Tool Switches: 30 

Time elapsed: 0.000161 
Tool Sequence:
      5J  7J  3J  1J  8J  2J  4J  6J
  1T   0   0   0   0   1   1   1   0
  2T   0   0   0   0   0   1   1   0
  3T   1   1   1   1   0   0   0   0
  4T   0   0   0   0   1   1   1   1
  5T   1   1   1   0   0   0   0   0
  6T   1   1   1   0   0   0   0   1
  7T   1   1   1   1   1   0   0   0
  8T   1   1   1   1   1   1   0   0
  9T   0   0   0   1   1   0   0   0
 10T   0   0   0   0   0   1   0   0
 11T   0   0   0   1   0   0   0   1
 12T   0   0   0   1   0   0   0   1
 13T   0   0   0   0   0   0   1   0
 14T   1   1   1   1   1   1   0   0
 15T   1   1   1   1   1   1   1   1
 16T   1   1   1   1   1   0   1   0
 17T   0   0   0   0   0   1   1   1
 18T   1   1   1   0   0   0   0   0
 19T   0   0   0   0   0   0   0   1
 20T   0   0   0   0   1   1   1   1
 21T   0   0   0   1   0   0   0   0
 22T   0   0   0   0   1   0   0   0
 23T   0   0   0   0   0   0   1   0
 24T   0   0   0   0   0   1   1   1
 25T   1   1   1   0   0   0   0   1
