Number of Tool Switches: 26 

Time elapsed: 0.000128 
Tool Sequence:
      1J  2J  5J  7J  4J  3J  6J  8J
  1T   0   0   0   0   0   0   0   1
  2T   1   1   1   1   1   0   0   0
  3T   0   0   0   0   0   0   1   0
  4T   0   0   0   0   1   0   0   0
  5T   0   0   0   0   0   1   0   0
  6T   1   1   1   1   0   0   0   0
  7T   1   0   0   0   0   0   0   0
  8T   0   0   1   0   0   0   0   0
  9T   0   0   0   0   0   0   1   0
 10T   0   0   0   1   1   1   0   0
 11T   0   0   0   0   0   1   0   0
 12T   0   0   0   0   0   0   1   1
 13T   0   0   0   0   0   0   1   0
 14T   0   0   0   0   1   0   0   0
 15T   0   0   1   1   0   0   0   1
 16T   1   1   0   0   0   0   0   0
 17T   0   0   0   0   0   0   0   1
 18T   0   0   0   0   0   1   0   0
 19T   0   0   1   0   0   0   0   0
 20T   0   0   0   0   1   0   0   0
 21T   0   0   0   0   0   1   0   0
 22T   0   0   0   0   0   0   1   1
 23T   1   1   0   0   0   0   0   0
 24T   0   1   0   0   0   0   0   0
 25T   0   0   0   1   0   0   0   0
