Number of Tool Switches: 20 

Time elapsed: 0.000098 
Tool Sequence:
      3J  8J  5J  7J  6J  4J  1J  2J
  1T   0   0   0   1   1   1   1   1
  2T   1   1   0   0   0   1   1   1
  3T   1   1   1   1   1   1   1   1
  4T   0   0   0   0   0   1   1   1
  5T   0   0   1   1   1   1   1   1
  6T   1   1   1   1   1   1   1   0
  7T   1   1   1   1   1   0   0   1
  8T   1   0   0   0   0   0   1   1
  9T   1   1   1   1   1   0   0   0
 10T   1   1   1   1   1   1   1   1
 11T   1   1   1   0   0   0   1   0
 12T   1   1   1   1   1   1   0   0
 13T   0   1   1   1   0   0   0   1
 14T   1   1   1   1   1   1   0   0
 15T   0   0   0   0   1   1   1   1
