Number of Tool Switches: 30 

Time elapsed: 0.000138 
Tool Sequence:
      5J  6J  7J  2J  3J  1J  8J  4J
  1T   1   1   1   1   1   1   0   0
  2T   1   1   0   0   0   0   1   1
  3T   1   1   1   1   0   0   0   0
  4T   0   0   1   1   1   1   1   1
  5T   1   1   1   1   1   1   1   1
  6T   1   1   1   1   1   1   1   1
  7T   1   1   1   1   1   1   1   0
  8T   1   1   1   1   1   1   1   1
  9T   0   0   1   1   1   1   1   1
 10T   1   1   0   0   0   0   0   1
 11T   1   1   1   1   1   1   1   1
 12T   0   1   1   1   1   1   1   1
 13T   1   1   1   1   1   1   1   1
 14T   1   0   0   0   0   1   1   1
 15T   0   1   1   1   1   1   1   1
 16T   1   1   1   1   1   0   0   0
 17T   1   1   1   1   1   1   1   1
 18T   1   1   1   1   1   1   1   1
 19T   1   1   1   0   0   0   0   0
 20T   0   1   1   1   1   1   1   1
 21T   1   1   1   1   1   1   1   1
 22T   1   0   0   1   1   1   1   1
 23T   1   0   0   0   1   1   1   1
 24T   1   1   1   1   1   1   1   1
 25T   1   1   1   1   1   1   1   1
