Number of Tool Switches: 25 

Time elapsed: 0.000180 
Tool Sequence:
      4J  1J  8J  7J  2J  3J  5J  6J
  1T   1   1   1   1   1   1   1   1
  2T   0   0   0   0   0   1   1   1
  3T   1   1   1   1   1   1   1   1
  4T   1   1   1   1   1   1   1   1
  5T   1   1   1   1   1   1   1   1
  6T   0   0   0   0   0   0   1   1
  7T   1   1   1   1   1   1   1   1
  8T   1   1   1   1   1   1   1   1
  9T   1   1   1   1   1   1   1   1
 10T   1   1   1   1   1   1   1   1
 11T   1   1   1   1   1   1   0   0
 12T   1   1   1   1   1   1   1   1
 13T   0   0   0   0   0   0   0   1
 14T   0   0   0   0   0   0   1   0
 15T   0   0   0   0   0   0   1   0
 16T   0   0   0   0   0   1   0   0
 17T   1   1   1   1   1   1   0   0
 18T   0   0   0   0   0   0   0   1
 19T   1   1   1   1   1   1   0   0
 20T   0   0   0   0   0   0   1   0
 21T   1   1   1   1   1   0   0   0
 22T   0   0   0   0   0   0   0   1
 23T   1   1   1   1   1   0   0   0
 24T   1   1   1   1   1   0   0   0
 25T   0   0   0   0   0   1   1   1
