Number of Tool Switches: 25 

Time elapsed: 0.000144 
Tool Sequence:
      8J  1J  5J  2J  3J  6J  4J  7J
  1T   1   1   1   1   1   1   1   1
  2T   1   1   1   1   1   1   1   1
  3T   0   0   1   0   0   1   0   0
  4T   0   0   1   1   0   0   0   0
  5T   0   0   0   0   0   0   0   1
  6T   0   0   0   0   1   1   1   1
  7T   0   0   0   0   0   1   1   1
  8T   0   0   1   1   1   0   0   1
  9T   1   1   1   1   1   1   1   0
 10T   0   0   0   0   0   1   1   1
 11T   1   1   1   1   1   0   0   0
 12T   1   1   0   0   0   0   0   1
 13T   0   0   0   0   0   0   1   0
 14T   1   1   1   1   0   0   0   0
 15T   0   0   0   0   1   1   0   1
 16T   1   1   1   1   1   0   0   0
 17T   0   0   0   1   1   1   1   0
 18T   1   1   0   0   0   0   1   1
 19T   1   1   1   1   1   1   1   0
 20T   1   1   0   0   0   0   0   0
