Number of Tool Switches: 29 

Time elapsed: 0.000168 
Tool Sequence:
      3J  8J  2J  5J  7J  1J  4J  6J
  1T   1   1   1   1   1   0   0   0
  2T   0   0   0   0   1   1   1   1
  3T   0   0   0   0   0   1   1   1
  4T   1   1   1   1   1   1   1   1
  5T   1   1   1   1   1   1   1   0
  6T   0   0   0   0   1   0   0   0
  7T   0   0   0   0   0   0   1   0
  8T   1   1   1   0   0   0   0   0
  9T   0   0   0   0   0   1   0   0
 10T   1   1   1   1   1   1   0   0
 11T   1   1   1   1   1   1   1   1
 12T   1   1   1   1   1   0   0   0
 13T   1   1   1   1   1   1   1   1
 14T   0   0   0   0   0   1   1   1
 15T   0   0   0   1   1   1   1   1
 16T   1   1   1   1   1   1   1   1
 17T   0   0   0   1   1   1   1   1
 18T   1   1   1   1   1   1   0   0
 19T   1   1   0   0   0   0   0   0
 20T   1   1   1   1   0   0   1   1
 21T   1   1   1   1   0   0   1   1
 22T   0   0   0   0   0   1   1   1
 23T   0   0   1   1   1   1   1   1
 24T   1   1   1   1   1   0   0   1
 25T   1   1   1   0   0   0   0   1
