Number of Tool Switches: 17 

Time elapsed: 0.000106 
Tool Sequence:
      1J  3J  4J  8J  7J  5J  6J  2J
  1T   1   1   1   1   0   0   1   1
  2T   1   1   1   1   1   1   1   1
  3T   1   1   1   0   0   0   0   0
  4T   1   1   1   1   1   1   0   0
  5T   0   0   0   0   0   0   1   1
  6T   1   1   1   1   1   0   0   0
  7T   1   1   1   0   0   0   0   1
  8T   0   0   0   0   0   1   1   1
  9T   1   1   1   1   1   1   1   1
 10T   1   1   1   1   1   1   1   1
 11T   0   0   0   1   1   1   1   1
 12T   1   1   1   1   1   1   1   0
 13T   1   1   1   1   1   1   0   0
 14T   0   0   0   0   1   1   1   1
 15T   0   0   0   1   1   1   1   1
