Number of Tool Switches: 25 

Time elapsed: 0.000172 
Tool Sequence:
      3J  2J  5J  7J  1J  4J  6J  8J
  1T   1   1   1   1   1   1   1   1
  2T   1   1   1   1   1   1   1   1
  3T   0   0   0   0   0   1   1   1
  4T   0   0   0   0   0   1   1   1
  5T   0   0   0   0   1   1   1   1
  6T   1   1   1   1   1   0   0   0
  7T   0   0   0   0   0   0   1   1
  8T   1   1   1   1   1   0   0   0
  9T   1   1   1   1   1   0   0   0
 10T   0   0   0   0   0   1   0   0
 11T   0   0   0   0   0   0   0   1
 12T   0   0   0   0   1   1   1   0
 13T   1   1   1   1   1   1   1   1
 14T   0   0   0   0   1   0   0   0
 15T   0   0   0   0   0   0   1   0
 16T   1   1   1   1   0   0   0   0
 17T   0   0   0   0   0   1   0   0
 18T   0   0   0   0   0   0   1   0
 19T   1   1   1   1   0   0   0   0
 20T   0   0   0   0   0   0   0   1
 21T   0   0   0   0   0   0   0   1
 22T   0   0   0   0   0   1   0   0
 23T   0   0   0   1   0   0   0   0
 24T   1   1   1   0   0   0   0   0
 25T   1   1   1   1   1   0   0   0
