Number of Tool Switches: 20 

Time elapsed: 0.000155 
Tool Sequence:
      5J  1J  3J  6J  7J  8J  2J  4J
  1T   0   0   0   0   0   1   1   1
  2T   1   1   1   0   0   0   0   0
  3T   0   0   0   0   0   0   1   1
  4T   0   0   0   0   0   0   0   1
  5T   1   1   1   1   1   1   1   1
  6T   1   1   1   1   1   1   1   1
  7T   1   1   1   1   1   1   1   1
  8T   0   0   0   0   1   1   0   0
  9T   1   1   1   0   0   0   0   0
 10T   1   1   1   0   0   0   0   0
 11T   1   1   1   1   1   1   1   1
 12T   1   1   1   0   0   0   0   0
 13T   0   0   0   1   1   0   0   0
 14T   0   0   0   0   0   0   1   1
 15T   0   0   0   1   0   0   0   0
 16T   0   0   0   1   0   0   0   0
 17T   0   0   0   1   1   1   1   0
 18T   1   1   1   1   1   1   0   0
 19T   1   1   1   1   1   1   1   1
 20T   0   0   0   0   1   1   1   1
