Number of Tool Switches: 22 

Time elapsed: 0.000133 
Tool Sequence:
      8J  2J  3J  1J  5J  6J  4J  7J
  1T   1   1   1   1   1   1   1   1
  2T   0   0   0   1   1   1   1   1
  3T   0   0   1   1   1   0   0   0
  4T   1   1   1   1   1   1   1   1
  5T   1   1   1   1   1   1   1   1
  6T   1   1   1   1   1   1   1   1
  7T   1   1   1   1   1   1   1   1
  8T   0   0   0   0   0   0   1   1
  9T   1   1   1   1   1   1   1   1
 10T   1   1   1   1   1   1   1   0
 11T   1   1   1   1   1   1   1   1
 12T   1   1   1   1   0   0   0   1
 13T   1   1   0   0   0   0   0   0
 14T   1   1   1   1   1   1   1   1
 15T   1   1   1   0   0   0   0   1
 16T   0   0   0   0   0   1   1   1
 17T   1   1   1   1   1   1   1   1
 18T   0   0   0   0   1   1   0   0
 19T   1   1   1   1   1   1   1   1
 20T   1   1   1   1   1   1   1   0
