Number of Tool Switches: 23 

Time elapsed: 0.000131 
Tool Sequence:
      8J  4J  1J  3J  2J  5J  6J  7J
  1T   0   0   0   1   1   1   1   1
  2T   0   0   0   0   0   0   1   1
  3T   1   1   1   1   0   0   0   0
  4T   0   0   1   1   1   1   0   0
  5T   1   1   1   1   1   1   1   1
  6T   0   0   0   0   0   0   1   1
  7T   1   0   0   0   0   0   0   0
  8T   1   1   1   1   0   0   0   0
  9T   1   1   1   1   1   1   0   0
 10T   0   0   0   0   1   1   1   1
 11T   1   1   1   1   1   1   0   0
 12T   1   1   0   0   0   0   1   1
 13T   1   1   1   1   1   1   1   1
 14T   1   1   1   0   0   0   0   0
 15T   0   0   0   0   0   0   1   1
 16T   0   1   0   1   1   1   0   0
 17T   0   0   1   1   1   1   1   1
 18T   0   0   0   0   0   0   1   1
 19T   1   0   0   0   0   0   0   0
 20T   0   1   1   0   1   1   0   0
