Number of Tool Switches: 18 

Time elapsed: 0.000093 
Tool Sequence:
      1J  4J  7J  2J  5J  8J  6J  3J
  1T   0   0   0   0   1   1   1   1
  2T   0   0   0   1   1   1   0   0
  3T   1   1   0   0   0   0   1   0
  4T   0   0   1   1   1   0   0   0
  5T   0   0   0   0   0   0   0   1
  6T   0   0   0   0   1   1   1   0
  7T   1   1   0   0   0   0   0   0
  8T   0   0   1   0   0   0   0   0
  9T   1   1   1   1   0   1   1   1
 10T   0   0   0   1   0   0   0   0
 11T   0   0   0   0   0   0   0   1
 12T   1   1   0   0   0   0   0   0
 13T   0   0   1   1   1   0   0   0
 14T   1   1   0   0   0   0   0   0
 15T   0   0   1   0   0   1   1   1
