Number of Tool Switches: 15 

Time elapsed: 0.000152 
Tool Sequence:
      1J  4J  8J  5J  6J  3J  7J  2J
  1T   1   1   1   1   1   1   1   1
  2T   0   0   0   0   0   0   0   1
  3T   0   0   0   0   0   0   1   1
  4T   1   1   1   1   1   1   1   1
  5T   1   1   1   1   1   1   1   1
  6T   0   0   0   0   0   0   0   1
  7T   1   1   1   1   1   1   1   1
  8T   1   1   1   1   1   1   1   1
  9T   1   1   1   1   1   1   1   1
 10T   0   0   0   0   0   0   1   0
 11T   1   1   1   1   1   0   0   0
 12T   1   1   1   1   1   1   0   0
 13T   1   1   1   1   1   1   1   1
 14T   0   0   0   0   0   1   0   0
 15T   1   1   1   1   1   1   1   0
