Number of Tool Switches: 32 

Time elapsed: 0.000160 
Tool Sequence:
      2J  8J  5J  7J  6J  3J  4J  1J
  1T   0   0   0   0   0   0   1   0
  2T   0   0   0   0   1   1   1   1
  3T   0   0   0   0   1   1   1   0
  4T   0   0   0   1   0   0   0   0
  5T   0   0   0   1   1   0   0   0
  6T   1   1   1   1   0   0   0   0
  7T   1   1   1   1   1   1   1   0
  8T   1   1   1   1   1   0   0   0
  9T   0   0   1   0   0   0   1   1
 10T   0   0   0   1   1   1   0   0
 11T   0   0   0   0   1   0   0   1
 12T   0   0   0   0   0   1   1   1
 13T   1   1   1   1   1   0   0   0
 14T   1   1   1   1   0   0   0   0
 15T   0   0   0   0   0   1   0   0
 16T   0   0   0   0   0   1   1   1
 17T   0   0   1   0   0   0   0   0
 18T   0   0   0   0   1   0   0   0
 19T   0   0   0   1   0   0   0   1
 20T   1   1   1   0   0   1   1   1
 21T   1   1   0   0   0   1   1   1
 22T   1   1   1   1   0   0   0   1
 23T   0   0   0   0   1   0   0   0
 24T   1   1   1   0   0   0   0   0
 25T   1   1   0   0   0   1   1   1
