Number of Tool Switches: 25 

Time elapsed: 0.000195 
Tool Sequence:
      6J  3J  5J  2J  7J  8J  1J  4J
  1T   1   1   1   1   1   1   1   1
  2T   1   1   1   1   1   1   1   1
  3T   1   1   1   1   1   0   0   0
  4T   1   1   1   1   1   1   1   1
  5T   0   0   0   0   0   1   1   1
  6T   1   1   1   1   1   1   1   1
  7T   0   0   0   0   0   1   1   1
  8T   1   1   1   1   1   0   0   0
  9T   1   1   1   1   1   0   0   0
 10T   1   1   1   1   1   1   0   0
 11T   1   1   1   1   1   1   1   1
 12T   0   0   0   0   1   1   1   0
 13T   0   0   0   0   0   0   0   1
 14T   1   1   1   1   1   1   1   1
 15T   0   0   0   0   0   0   1   0
 16T   0   0   0   0   1   1   1   1
 17T   1   1   1   1   1   1   1   1
 18T   1   1   1   1   1   0   0   0
 19T   1   1   1   1   0   0   0   0
 20T   0   0   0   0   0   1   1   1
 21T   1   1   1   1   0   0   0   0
 22T   0   0   0   0   0   0   0   1
 23T   1   1   1   1   0   0   0   0
 24T   0   0   0   0   0   1   1   1
 25T   0   0   0   0   1   1   1   1
