Number of Tool Switches: 38 

Time elapsed: 0.000115 
Tool Sequence:
      3J  6J  8J  7J  1J  2J  4J  5J
  1T   1   1   1   1   1   1   0   1
  2T   0   0   0   1   1   1   1   1
  3T   0   0   0   0   0   0   1   0
  4T   0   0   0   0   0   1   0   1
  5T   0   0   1   1   0   0   0   1
  6T   0   1   1   1   0   0   0   0
  7T   1   0   0   0   0   0   0   0
  8T   0   0   1   1   1   1   1   1
  9T   0   1   1   1   1   1   1   1
 10T   0   0   0   0   1   1   0   0
 11T   1   0   0   0   0   0   0   0
 12T   0   1   1   1   0   0   0   0
 13T   0   0   0   1   1   0   0   0
 14T   1   0   0   0   0   0   1   0
 15T   1   1   1   0   1   0   0   0
 16T   0   0   0   0   0   1   1   0
 17T   0   1   1   1   1   0   0   0
 18T   1   1   0   0   0   0   1   0
 19T   1   1   0   0   0   0   1   0
 20T   1   0   0   0   1   1   0   0
 21T   0   0   1   0   0   0   0   1
 22T   0   0   0   0   0   0   1   1
 23T   1   0   0   0   0   0   0   1
 24T   1   1   1   1   0   1   0   1
 25T   0   1   0   0   1   1   1   0
