Number of Tool Switches: 16 

Time elapsed: 0.000114 
Tool Sequence:
      4J  7J  8J  3J  5J  6J  1J  2J
  1T   1   1   1   1   1   1   1   1
  2T   0   0   0   0   0   1   1   1
  3T   1   1   1   1   1   1   1   1
  4T   1   1   1   1   1   1   1   1
  5T   1   1   1   1   1   1   1   1
  6T   1   1   1   1   1   1   1   1
  7T   1   1   1   1   1   1   1   1
  8T   1   1   1   1   1   1   1   1
  9T   0   0   0   0   0   1   0   0
 10T   0   0   0   0   0   0   1   1
 11T   0   0   0   0   0   0   1   0
 12T   0   0   0   0   0   1   0   0
 13T   1   1   1   1   1   0   0   0
 14T   1   1   1   1   1   0   0   0
 15T   1   1   1   1   1   0   0   1
