Number of Tool Switches: 25 

Time elapsed: 0.000164 
Tool Sequence:
      1J  5J  7J  8J  3J  4J  6J  2J
  1T   0   0   0   0   0   0   0   1
  2T   0   0   0   0   0   1   1   1
  3T   0   0   0   0   0   0   0   1
  4T   0   0   0   0   0   1   1   1
  5T   1   1   1   1   1   1   1   1
  6T   0   0   0   0   0   0   1   1
  7T   1   1   1   1   1   1   1   1
  8T   1   1   1   1   1   1   1   0
  9T   0   0   0   0   0   1   1   0
 10T   1   1   1   1   1   1   0   0
 11T   0   0   0   0   0   0   1   0
 12T   0   0   0   0   0   1   0   0
 13T   1   1   1   1   1   1   0   0
 14T   1   1   1   1   1   1   0   0
 15T   0   0   0   0   1   0   0   0
 16T   0   0   0   0   0   0   1   0
 17T   1   1   1   1   1   0   0   0
 18T   1   1   1   1   1   0   0   0
 19T   0   0   0   0   0   0   1   0
 20T   1   1   1   1   0   0   0   0
 21T   0   0   0   0   0   0   0   1
 22T   1   1   1   1   0   0   0   0
 23T   0   0   0   0   0   0   0   1
 24T   0   0   0   0   0   0   0   1
 25T   0   0   0   0   1   0   0   0
