Number of Tool Switches: 29 

Time elapsed: 0.000158 
Tool Sequence:
      2J  1J  3J  6J  5J  4J  7J  8J
  1T   1   1   0   0   0   0   0   0
  2T   0   0   1   1   0   0   0   1
  3T   0   0   0   0   0   1   1   1
  4T   1   1   1   1   1   1   1   1
  5T   0   0   0   0   1   0   0   0
  6T   1   1   1   1   1   1   1   1
  7T   0   0   1   1   1   1   1   1
  8T   1   1   1   1   1   1   0   0
  9T   0   0   0   0   0   1   1   1
 10T   0   0   1   1   1   1   1   1
 11T   1   1   1   1   1   1   1   1
 12T   1   1   1   1   1   1   1   1
 13T   1   1   0   0   0   0   0   0
 14T   0   0   0   0   0   0   1   1
 15T   1   0   0   0   1   0   0   0
 16T   0   0   0   1   1   1   1   1
 17T   1   0   0   0   0   0   0   1
 18T   1   1   1   1   1   1   0   0
 19T   1   1   1   1   1   1   1   0
 20T   1   1   0   0   0   0   0   0
 21T   1   1   1   1   0   0   1   1
 22T   0   1   1   0   0   0   0   0
 23T   0   1   1   1   1   1   1   0
 24T   1   1   1   1   1   1   1   1
 25T   1   1   1   1   1   1   1   1
