Number of Tool Switches: 20 

Time elapsed: 0.000149 
Tool Sequence:
      2J  3J  4J  7J  1J  5J  6J  8J
  1T   1   1   1   1   0   0   0   0
  2T   1   1   1   1   1   1   1   1
  3T   0   0   0   0   1   1   1   1
  4T   1   1   1   1   1   1   1   1
  5T   1   1   1   1   1   1   1   1
  6T   1   1   1   1   1   1   1   1
  7T   1   1   1   1   1   1   1   1
  8T   1   1   1   1   1   1   1   1
  9T   1   1   1   1   0   0   0   0
 10T   0   0   0   0   0   0   0   1
 11T   1   1   1   1   1   1   1   1
 12T   1   1   1   1   1   1   1   1
 13T   0   0   0   0   1   1   1   1
 14T   1   1   1   1   1   1   1   1
 15T   1   1   1   1   1   1   1   0
 16T   0   0   0   0   0   0   1   1
 17T   1   1   1   0   0   0   0   0
 18T   1   1   1   1   1   1   0   0
 19T   0   0   0   1   1   1   1   1
 20T   1   1   1   1   1   1   1   1
