Number of Tool Switches: 26 

Time elapsed: 0.000173 
Tool Sequence:
      4J  3J  2J  7J  5J  8J  6J  1J
  1T   1   1   1   1   1   1   1   1
  2T   1   1   1   1   1   1   1   1
  3T   1   1   1   1   1   1   1   1
  4T   1   1   1   1   1   1   1   1
  5T   1   1   1   1   1   1   1   1
  6T   1   1   1   1   1   0   0   0
  7T   1   1   1   1   1   1   1   1
  8T   0   0   0   0   1   1   1   1
  9T   1   1   1   1   1   1   1   1
 10T   1   1   1   1   1   1   1   1
 11T   1   1   0   0   0   0   0   0
 12T   0   0   0   0   0   1   1   1
 13T   1   1   1   1   1   1   1   1
 14T   1   1   1   0   0   0   0   0
 15T   1   1   1   1   1   1   1   1
 16T   1   1   1   1   1   1   1   1
 17T   1   1   1   1   1   1   1   1
 18T   0   0   1   1   0   0   0   0
 19T   1   1   1   1   1   1   1   1
 20T   1   1   1   1   1   1   1   1
 21T   1   1   1   1   1   1   1   1
 22T   1   1   1   1   1   1   1   1
 23T   0   0   0   0   1   1   1   1
 24T   1   1   1   1   1   1   1   0
 25T   0   0   0   1   0   0   0   1
