Number of Tool Switches: 22 

Time elapsed: 0.000135 
Tool Sequence:
      6J  4J  5J  8J  2J  1J  3J  7J
  1T   0   0   0   1   1   1   1   1
  2T   1   1   1   1   1   1   1   1
  3T   0   0   0   0   1   1   1   1
  4T   1   1   1   1   0   0   0   0
  5T   0   0   0   1   0   0   0   0
  6T   1   1   1   0   0   0   1   1
  7T   0   0   0   0   1   1   1   1
  8T   1   1   1   1   0   0   0   0
  9T   0   0   0   0   1   1   1   0
 10T   1   1   1   0   0   0   0   0
 11T   0   0   0   0   0   1   1   0
 12T   0   0   0   1   1   1   1   1
 13T   1   1   1   1   1   1   0   0
 14T   1   1   1   1   0   0   0   0
 15T   1   1   1   1   1   1   0   0
 16T   1   1   1   1   1   1   1   1
 17T   0   0   0   0   0   0   0   1
 18T   1   1   1   0   0   0   0   1
 19T   0   0   0   0   1   0   0   0
 20T   0   0   0   0   0   0   1   1
