Number of Tool Switches: 25 

Time elapsed: 0.000175 
Tool Sequence:
      3J  4J  7J  6J  2J  8J  1J  5J
  1T   0   0   0   0   0   0   1   1
  2T   1   1   1   1   1   1   1   1
  3T   1   1   1   1   1   1   1   1
  4T   1   1   1   1   1   1   1   1
  5T   0   0   0   0   0   1   1   1
  6T   1   1   1   1   1   1   1   1
  7T   0   0   0   0   0   0   0   1
  8T   1   1   1   1   1   1   1   1
  9T   1   1   1   1   1   1   1   1
 10T   0   0   0   0   0   0   0   1
 11T   1   1   1   1   1   1   1   1
 12T   1   1   1   1   1   1   0   0
 13T   1   1   1   1   1   1   0   0
 14T   1   1   1   1   1   1   1   1
 15T   0   0   0   0   0   0   1   0
 16T   0   0   0   0   0   0   1   0
 17T   1   1   1   1   1   1   0   0
 18T   1   1   1   1   1   1   1   1
 19T   1   1   1   1   1   0   0   0
 20T   0   0   0   0   0   0   0   1
 21T   0   0   0   0   1   1   0   0
 22T   1   1   1   1   1   1   1   0
 23T   0   0   0   0   0   0   1   0
 24T   1   1   1   1   0   0   0   0
 25T   0   0   0   0   0   0   0   1
