Number of Tool Switches: 26 

Time elapsed: 0.000172 
Tool Sequence:
      3J  4J  8J  6J  1J  5J  2J  7J
  1T   0   0   0   1   1   1   1   1
  2T   0   0   0   1   1   1   1   1
  3T   1   1   1   1   0   0   0   0
  4T   1   1   1   1   1   1   1   1
  5T   1   1   1   1   1   1   1   1
  6T   1   1   1   1   1   1   1   1
  7T   0   0   0   0   0   1   1   1
  8T   1   1   1   0   0   0   0   0
  9T   1   1   0   0   0   0   0   0
 10T   0   0   0   0   1   1   1   1
 11T   0   0   1   0   0   0   0   0
 12T   0   0   0   0   0   0   0   1
 13T   1   1   1   1   1   1   1   1
 14T   1   1   0   0   0   0   1   1
 15T   0   0   0   0   0   0   0   1
 16T   1   1   1   1   1   1   1   0
 17T   1   1   1   1   0   0   0   0
 18T   1   1   1   1   1   1   1   1
 19T   1   1   1   1   1   0   0   0
 20T   1   1   1   1   1   1   1   1
 21T   0   0   0   0   0   1   0   0
 22T   0   0   1   1   1   1   1   1
 23T   1   1   1   1   1   0   0   0
 24T   1   1   1   1   1   1   1   0
 25T   0   0   0   0   1   1   1   1
