Number of Tool Switches: 28 

Time elapsed: 0.000166 
Tool Sequence:
      4J  6J  7J  1J  2J  8J  3J  5J
  1T   1   1   1   1   1   0   0   0
  2T   0   0   0   0   0   1   1   1
  3T   0   0   0   0   1   1   1   1
  4T   1   1   1   1   1   1   1   1
  5T   0   0   0   0   0   0   0   1
  6T   1   1   1   1   1   1   1   1
  7T   1   1   1   1   1   1   1   0
  8T   1   1   1   1   1   0   0   0
  9T   0   0   0   0   1   1   1   1
 10T   1   1   1   0   0   1   1   1
 11T   1   1   1   1   1   1   1   1
 12T   0   0   0   1   1   1   1   1
 13T   1   1   1   1   1   1   1   1
 14T   1   1   1   1   0   0   0   0
 15T   1   1   1   0   0   0   0   0
 16T   1   1   1   0   0   0   0   0
 17T   1   1   1   1   1   1   1   0
 18T   0   0   0   0   0   0   1   1
 19T   0   0   0   0   0   1   0   0
 20T   1   1   1   1   1   1   1   1
 21T   0   0   0   0   0   0   1   1
 22T   0   0   0   1   1   1   1   0
 23T   1   1   1   1   1   0   0   1
 24T   1   1   1   1   1   1   0   0
 25T   0   0   0   1   0   0   0   1
