Number of Tool Switches: 25 

Time elapsed: 0.000206 
Tool Sequence:
      1J  5J  7J  8J  3J  4J  6J  2J
  1T   0   0   0   0   0   0   0   1
  2T   1   1   1   1   1   1   1   1
  3T   0   0   0   0   0   0   0   1
  4T   1   1   1   1   1   1   1   1
  5T   1   1   1   1   1   1   1   1
  6T   0   0   0   0   0   0   1   1
  7T   1   1   1   1   1   1   1   1
  8T   1   1   1   1   1   1   1   1
  9T   1   1   1   1   1   1   1   1
 10T   1   1   1   1   1   1   1   1
 11T   0   0   0   0   0   0   1   1
 12T   0   0   0   0   0   1   1   1
 13T   1   1   1   1   1   1   1   0
 14T   1   1   1   1   1   1   1   0
 15T   1   1   1   1   1   1   1   0
 16T   0   0   0   0   0   0   1   0
 17T   1   1   1   1   1   1   0   0
 18T   1   1   1   1   1   1   0   0
 19T   0   0   0   0   0   0   1   0
 20T   1   1   1   1   1   1   0   0
 21T   0   0   0   0   0   0   0   1
 22T   1   1   1   1   1   1   0   0
 23T   0   0   0   0   0   0   0   1
 24T   0   0   0   0   0   0   0   1
 25T   1   1   1   1   1   0   0   0
