Number of Tool Switches: 39 

Time elapsed: 0.000096 
Tool Sequence:
      1J  7J  5J  3J  6J  2J  4J  8J
  1T   1   1   0   0   0   0   0   0
  2T   0   0   0   0   1   1   1   0
  3T   1   1   1   1   1   1   1   1
  4T   1   1   0   0   0   0   0   1
  5T   1   1   1   1   1   1   1   1
  6T   1   0   0   0   0   0   0   1
  7T   1   1   1   1   1   0   1   1
  8T   1   1   1   1   1   0   0   0
  9T   1   1   1   0   0   1   1   1
 10T   1   1   1   1   1   0   0   1
 11T   0   0   1   0   0   1   1   0
 12T   0   0   0   1   1   1   0   0
 13T   1   1   0   1   1   1   1   0
 14T   0   0   1   1   1   1   1   1
 15T   1   0   0   0   1   1   1   1
 16T   1   1   1   1   1   1   1   1
 17T   1   1   1   0   0   0   0   0
 18T   0   0   1   1   1   1   1   1
 19T   0   0   1   1   0   0   0   0
 20T   0   0   1   1   0   0   0   1
 21T   1   1   1   0   0   1   0   0
 22T   0   1   1   1   1   1   1   1
 23T   0   0   0   0   1   0   1   1
 24T   1   1   0   1   1   1   1   1
 25T   0   1   0   1   0   1   1   0
