Number of Tool Switches: 16 

Time elapsed: 0.000618 
Tool Sequence:
      7J  2J  4J  5J  6J  8J  3J  1J
  1T   1   1   1   1   1   1   1   1
  2T   1   1   0   0   0   0   1   1
  3T   1   1   1   1   1   1   1   1
  4T   0   0   0   0   0   0   0   1
  5T   1   1   1   1   1   1   1   1
  6T   1   1   1   1   0   0   0   0
  7T   0   0   1   1   1   1   1   1
  8T   0   0   0   0   0   1   1   1
  9T   1   1   1   1   1   1   1   1
 10T   1   1   1   1   1   1   0   0
 11T   1   1   1   1   1   1   1   1
 12T   1   1   1   1   1   0   0   0
 13T   0   0   0   0   1   1   1   0
 14T   1   1   1   1   0   0   0   0
 15T   0   0   0   0   1   1   1   1
