Number of Tool Switches: 24 

Time elapsed: 0.000947 
Tool Sequence:
      7J  1J  3J  5J  8J  4J  6J  2J
  1T   1   1   1   0   0   0   0   0
  2T   0   0   0   0   1   1   1   1
  3T   1   1   1   1   1   1   1   1
  4T   0   0   1   0   0   0   0   0
  5T   1   1   1   1   0   0   0   1
  6T   0   0   0   0   1   1   1   0
  7T   0   0   0   0   0   0   0   1
  8T   1   1   0   0   0   0   0   0
  9T   1   1   1   1   1   1   1   0
 10T   1   1   0   0   0   1   1   0
 11T   0   0   1   1   0   0   0   0
 12T   1   1   0   0   0   0   0   1
 13T   0   0   0   0   0   0   0   1
 14T   1   0   0   1   1   1   1   1
 15T   1   1   1   1   1   1   1   1
 16T   0   1   1   1   1   0   0   0
 17T   0   0   1   1   1   1   1   0
 18T   0   0   0   0   0   1   1   1
 19T   1   1   1   1   1   0   0   0
 20T   0   0   0   1   1   1   1   1
