Number of Tool Switches: 21 

Time elapsed: 0.000701 
Tool Sequence:
      4J  7J  1J  2J  8J  6J  3J  5J
  1T   1   0   0   0   0   0   0   0
  2T   0   0   0   0   1   1   1   1
  3T   1   1   1   0   0   0   0   0
  4T   1   1   1   0   1   1   0   0
  5T   1   1   1   1   0   0   0   0
  6T   0   1   0   0   0   0   0   0
  7T   0   0   0   0   0   0   0   1
  8T   0   0   0   1   0   0   0   0
  9T   0   1   1   0   0   0   0   0
 10T   0   0   1   1   0   0   0   0
 11T   1   0   0   0   0   0   0   0
 12T   0   0   0   0   0   0   1   1
 13T   0   0   0   0   0   1   0   0
 14T   0   0   0   1   1   1   0   0
 15T   0   0   0   1   0   0   0   0
 16T   0   0   0   0   1   0   0   0
 17T   0   0   0   0   0   0   1   1
 18T   0   0   0   0   1   0   0   0
 19T   0   0   0   0   0   0   1   1
 20T   0   0   0   0   0   1   1   0
