Number of Tool Switches: 31 

Time elapsed: 0.001168 
Tool Sequence:
      7J  4J  5J  3J  1J  8J  2J  6J
  1T   1   1   1   1   1   1   0   0
  2T   1   1   0   0   0   0   1   0
  3T   0   0   0   0   1   1   1   1
  4T   1   1   1   1   1   1   1   0
  5T   0   0   0   0   0   0   1   1
  6T   1   1   0   0   0   0   0   0
  7T   0   0   1   0   0   0   0   0
  8T   0   0   0   0   1   1   0   0
  9T   1   1   1   1   1   1   0   0
 10T   0   0   0   0   0   0   1   0
 11T   1   1   1   1   0   0   0   1
 12T   0   0   0   0   0   1   1   1
 13T   0   0   0   1   1   1   0   0
 14T   1   1   1   1   0   0   0   0
 15T   0   0   0   1   1   1   1   0
 16T   0   0   1   1   0   0   0   0
 17T   1   1   0   0   0   0   0   1
 18T   0   0   0   0   1   1   0   0
 19T   1   1   0   0   0   0   0   1
 20T   0   0   0   0   0   0   1   1
 21T   0   0   1   0   0   0   0   0
 22T   1   1   1   0   0   0   0   1
 23T   0   0   1   1   0   0   1   1
 24T   0   0   0   1   1   1   1   1
 25T   0   0   0   0   1   0   0   0
