Number of Tool Switches: 25 

Time elapsed: 0.001291 
Tool Sequence:
      7J  5J  4J  6J  8J  1J  3J  2J
  1T   1   1   1   1   1   1   1   1
  2T   0   0   0   0   0   0   1   1
  3T   1   1   1   1   1   1   1   1
  4T   1   1   1   1   1   1   1   1
  5T   1   1   1   1   1   1   1   1
  6T   1   1   1   1   1   1   1   1
  7T   1   1   1   1   1   1   1   1
  8T   1   1   1   1   1   1   1   1
  9T   1   1   1   1   0   0   0   0
 10T   0   0   0   1   1   1   1   1
 11T   1   1   1   0   0   0   0   0
 12T   0   0   0   0   0   0   0   1
 13T   1   1   1   1   1   1   1   1
 14T   1   1   1   1   1   1   1   1
 15T   1   1   1   1   1   0   0   0
 16T   1   1   1   1   1   1   1   1
 17T   1   1   1   1   1   1   1   1
 18T   1   1   1   1   1   1   1   1
 19T   1   1   1   1   1   1   1   1
 20T   1   1   1   1   1   1   1   1
 21T   1   1   1   1   1   1   1   1
 22T   0   0   0   0   1   1   0   0
 23T   0   0   0   0   0   1   1   1
 24T   1   1   1   1   1   1   1   0
 25T   1   1   1   1   1   1   1   1
