Number of Tool Switches: 37 

Time elapsed: 0.001339 
Tool Sequence:
      7J  4J  3J  1J  6J  2J  8J  5J
  1T   1   0   0   0   1   1   1   1
  2T   0   0   0   0   1   1   1   1
  3T   0   0   0   1   0   1   1   1
  4T   0   0   1   1   1   0   0   1
  5T   1   1   1   0   0   0   0   0
  6T   1   1   1   1   1   0   0   0
  7T   1   0   1   0   0   1   1   1
  8T   0   0   0   0   0   1   1   1
  9T   1   1   1   1   1   1   1   0
 10T   1   1   1   1   1   1   1   1
 11T   1   1   1   1   1   0   0   1
 12T   1   1   1   1   1   1   1   1
 13T   1   1   1   0   0   0   0   0
 14T   1   1   1   1   1   1   1   1
 15T   1   0   0   1   0   0   0   1
 16T   0   1   1   1   0   0   0   1
 17T   1   1   0   0   0   0   1   1
 18T   1   1   1   1   1   1   1   0
 19T   0   0   0   1   1   1   1   1
 20T   1   1   0   0   1   1   1   0
 21T   1   1   0   0   0   0   0   0
 22T   0   1   1   1   1   1   1   1
 23T   0   0   1   1   0   1   1   0
 24T   0   0   0   0   1   0   0   0
 25T   0   1   1   1   1   1   0   0
