Number of Tool Switches: 18 

Time elapsed: 0.000716 
Tool Sequence:
      7J  6J  4J  3J  1J  8J  5J  2J
  1T   1   1   1   1   1   1   1   1
  2T   1   1   0   0   0   0   0   0
  3T   1   1   1   1   1   0   0   0
  4T   0   1   1   1   1   1   1   1
  5T   0   0   0   0   1   1   1   1
  6T   1   1   1   1   1   1   1   1
  7T   0   0   0   1   1   1   1   1
  8T   1   0   0   1   1   1   1   1
  9T   1   1   1   0   0   0   1   1
 10T   1   1   1   1   1   1   0   0
 11T   1   1   1   1   1   1   1   0
 12T   1   1   1   1   1   1   1   1
 13T   0   0   0   0   0   0   0   1
 14T   0   0   1   1   0   0   0   0
 15T   1   1   1   0   0   1   1   1
