Number of Tool Switches: 23 

Time elapsed: 0.000957 
Tool Sequence:
      3J  8J  4J  1J  5J  2J  7J  6J
  1T   1   0   0   0   0   1   1   1
  2T   0   0   0   0   0   0   1   1
  3T   1   1   1   0   0   0   0   0
  4T   1   0   0   1   1   1   1   1
  5T   1   1   1   1   1   1   1   1
  6T   0   0   0   0   0   0   0   1
  7T   0   1   0   0   0   0   0   0
  8T   1   1   1   0   0   0   0   0
  9T   1   1   1   1   1   1   1   1
 10T   0   0   0   0   1   1   1   1
 11T   1   1   1   1   1   1   0   0
 12T   0   1   1   1   1   1   1   1
 13T   1   1   1   1   1   1   1   0
 14T   0   0   1   1   0   0   0   0
 15T   0   0   0   0   0   0   0   1
 16T   1   1   1   1   1   0   0   0
 17T   1   0   0   1   1   1   1   0
 18T   0   0   0   0   0   0   1   1
 19T   0   1   0   0   0   0   0   0
 20T   0   0   1   1   1   1   0   0
