Number of Tool Switches: 20 

Time elapsed: 0.000898 
Tool Sequence:
      4J  3J  6J  8J  2J  7J  1J  5J
  1T   1   1   1   1   1   1   1   1
  2T   1   1   1   1   1   1   1   1
  3T   1   1   0   0   0   0   0   0
  4T   1   1   0   0   0   0   0   0
  5T   0   0   1   1   1   1   1   1
  6T   1   1   1   1   1   1   1   1
  7T   0   0   0   0   1   1   1   1
  8T   1   1   1   1   1   1   0   0
  9T   0   0   0   1   1   1   0   0
 10T   0   0   1   1   1   1   1   1
 11T   1   1   1   1   1   1   1   1
 12T   0   0   0   0   0   0   1   1
 13T   0   0   0   0   0   0   0   1
 14T   0   0   1   0   0   0   0   0
 15T   1   1   0   0   0   0   0   0
 16T   1   1   1   0   0   0   0   0
 17T   0   0   0   0   0   0   1   1
 18T   0   0   0   1   1   0   0   0
 19T   1   1   1   1   0   0   0   0
 20T   0   0   0   0   0   1   1   0
