Number of Tool Switches: 33 

Time elapsed: 0.001731 
Tool Sequence:
      8J  7J  5J  3J  6J  4J  2J  1J
  1T   1   1   0   0   1   1   1   1
  2T   1   1   1   0   0   0   0   0
  3T   1   1   1   1   1   1   1   1
  4T   1   1   1   1   1   1   1   1
  5T   1   1   1   1   0   0   0   1
  6T   1   1   1   1   1   1   1   1
  7T   1   1   1   1   1   1   1   1
  8T   0   0   1   1   1   1   1   0
  9T   1   1   1   1   1   1   1   1
 10T   1   1   1   1   1   1   1   0
 11T   0   0   0   0   1   1   1   1
 12T   1   0   0   1   1   1   1   0
 13T   1   1   1   1   1   1   1   1
 14T   1   1   1   1   1   0   0   1
 15T   0   0   0   1   1   1   1   1
 16T   1   1   1   1   1   1   1   1
 17T   1   1   1   1   1   1   1   1
 18T   1   1   1   1   1   1   1   1
 19T   1   1   1   1   0   0   1   1
 20T   1   1   1   1   1   1   1   1
 21T   1   1   1   0   0   1   1   1
 22T   1   1   0   0   0   0   1   1
 23T   0   1   1   1   1   1   1   1
 24T   1   1   1   1   1   1   0   1
 25T   0   0   1   1   1   1   0   0
