Number of Tool Switches: 26 

Time elapsed: 0.000822 
Tool Sequence:
      1J  3J  6J  8J  7J  2J  5J  4J
  1T   1   1   0   0   0   0   0   0
  2T   1   0   1   1   1   1   1   1
  3T   1   0   1   1   0   0   0   0
  4T   0   1   0   0   0   0   0   0
  5T   0   0   1   1   1   1   1   1
  6T   0   1   1   1   1   1   1   1
  7T   0   0   0   1   1   1   1   1
  8T   1   0   0   0   0   0   0   0
  9T   1   1   0   0   0   1   1   1
 10T   0   1   1   1   0   0   0   0
 11T   1   0   1   1   1   1   0   0
 12T   0   0   0   0   0   0   0   1
 13T   0   1   1   1   1   1   1   1
 14T   1   1   1   1   1   1   1   1
 15T   0   1   1   0   0   0   0   0
 16T   1   0   0   0   0   0   1   1
 17T   0   0   0   0   1   0   0   0
 18T   0   0   0   0   0   1   1   1
 19T   1   1   1   1   1   0   0   0
 20T   1   1   0   0   1   1   1   0
