Number of Tool Switches: 15 

Time elapsed: 0.000622 
Tool Sequence:
      4J  7J  6J  5J  3J  1J  8J  2J
  1T   1   1   1   1   1   1   1   1
  2T   1   1   1   1   1   1   1   1
  3T   0   0   0   0   0   0   1   1
  4T   0   0   0   0   0   1   1   1
  5T   1   1   1   1   1   1   1   1
  6T   1   1   1   1   1   1   1   1
  7T   1   1   1   1   1   1   1   1
  8T   1   1   1   1   1   1   1   1
  9T   0   0   0   0   1   1   1   1
 10T   1   1   1   1   1   1   1   0
 11T   0   0   0   0   0   0   0   1
 12T   1   1   1   0   0   0   0   0
 13T   0   0   0   1   1   1   0   0
 14T   1   1   1   1   1   0   0   0
 15T   1   1   1   1   0   0   0   0
