Number of Tool Switches: 28 

Time elapsed: 0.001346 
Tool Sequence:
      8J  5J  2J  4J  3J  7J  1J  6J
  1T   0   0   1   0   0   0   0   0
  2T   1   1   1   0   0   0   0   0
  3T   0   0   0   1   1   1   1   1
  4T   0   0   0   1   1   1   1   1
  5T   0   0   0   1   1   1   1   1
  6T   0   0   0   0   0   1   1   0
  7T   0   0   0   1   1   1   0   0
  8T   1   1   1   1   1   0   0   0
  9T   0   0   0   0   0   0   0   1
 10T   1   1   1   0   0   0   0   0
 11T   0   0   0   0   0   1   1   1
 12T   1   1   1   0   0   1   0   0
 13T   0   0   0   0   1   1   0   0
 14T   0   0   0   0   0   0   0   1
 15T   0   0   0   1   1   0   0   0
 16T   0   0   0   0   0   0   1   1
 17T   1   1   1   1   1   1   1   1
 18T   0   0   0   0   0   0   1   1
 19T   1   1   0   0   0   0   0   0
 20T   1   1   1   0   0   0   0   1
 21T   0   0   0   0   1   1   1   0
 22T   1   1   1   0   0   0   1   0
 23T   0   0   0   1   1   0   0   0
 24T   1   1   1   1   0   0   0   0
 25T   1   1   1   1   0   0   0   0
