Number of Tool Switches: 22 

Time elapsed: 0.000934 
Tool Sequence:
      6J  8J  4J  5J  1J  3J  7J  2J
  1T   1   1   1   1   1   1   1   1
  2T   1   1   1   1   1   1   1   1
  3T   0   0   0   0   0   1   1   1
  4T   1   1   0   0   0   0   0   0
  5T   1   1   0   0   0   0   0   0
  6T   1   1   1   1   1   1   1   0
  7T   0   0   0   0   0   1   1   1
  8T   1   1   1   1   1   0   0   0
  9T   0   0   0   0   0   0   0   1
 10T   1   1   1   1   1   0   0   0
 11T   0   0   0   0   1   1   0   0
 12T   1   1   1   1   1   1   1   1
 13T   0   0   1   0   0   0   0   1
 14T   1   1   1   1   0   0   0   0
 15T   0   0   1   1   1   0   0   1
 16T   1   1   1   1   1   1   1   1
 17T   0   0   0   0   0   0   1   0
 18T   0   0   0   1   1   1   1   0
 19T   0   0   0   0   0   0   0   1
 20T   0   0   0   0   0   1   1   0
