Number of Tool Switches: 25 

Time elapsed: 0.001381 
Tool Sequence:
      1J  6J  8J  5J  2J  4J  3J  7J
  1T   1   1   1   1   1   1   1   1
  2T   0   0   0   0   0   0   1   1
  3T   1   1   1   1   1   1   1   1
  4T   0   0   0   0   0   0   1   1
  5T   0   0   0   0   0   0   0   1
  6T   1   1   1   1   1   1   1   1
  7T   0   0   0   0   0   0   0   1
  8T   0   0   0   0   0   1   1   1
  9T   0   0   0   0   0   1   1   1
 10T   1   1   1   1   1   1   1   1
 11T   1   1   1   1   1   1   1   1
 12T   1   1   1   1   1   1   1   1
 13T   1   1   1   1   1   1   1   1
 14T   1   1   1   1   1   1   1   1
 15T   1   1   1   1   1   1   1   0
 16T   0   0   0   0   1   1   1   0
 17T   0   0   0   0   0   0   1   1
 18T   1   1   1   1   1   1   0   0
 19T   0   0   0   0   1   0   0   0
 20T   1   1   1   1   1   1   0   0
 21T   1   1   1   1   1   0   0   0
 22T   1   1   1   1   0   0   0   0
 23T   1   1   1   1   0   0   0   0
 24T   1   1   1   1   0   0   0   0
 25T   0   0   0   0   1   1   0   0
