Number of Tool Switches: 27 

Time elapsed: 0.001495 
Tool Sequence:
      3J  1J  8J  4J  6J  7J  2J  5J
  1T   1   1   1   1   1   0   0   0
  2T   1   1   1   1   1   1   1   1
  3T   1   1   1   0   0   0   0   0
  4T   1   1   1   1   1   1   1   1
  5T   1   1   1   1   1   1   1   1
  6T   1   1   1   1   1   1   1   1
  7T   1   1   1   1   1   1   1   1
  8T   1   1   1   1   0   0   0   0
  9T   1   1   1   1   1   1   1   1
 10T   1   1   1   1   1   1   1   1
 11T   1   1   1   1   1   1   1   1
 12T   1   1   0   0   0   0   0   1
 13T   1   1   1   1   1   1   1   1
 14T   1   1   1   1   1   1   0   0
 15T   0   0   0   0   1   1   1   1
 16T   0   0   0   0   0   1   1   1
 17T   1   1   1   1   1   1   1   1
 18T   1   1   0   0   0   0   1   1
 19T   1   1   1   1   1   1   1   1
 20T   0   0   1   1   1   1   1   1
 21T   1   1   1   1   1   1   1   1
 22T   1   1   1   1   1   1   1   1
 23T   0   0   0   1   1   1   1   1
 24T   1   1   1   1   1   1   1   1
 25T   0   0   1   1   1   1   1   0
