Number of Tool Switches: 25 

Time elapsed: 0.001381 
Tool Sequence:
      6J  7J  8J  4J  3J  2J  5J  1J
  1T   1   1   1   1   1   1   1   1
  2T   1   1   1   1   1   1   1   1
  3T   1   1   1   1   1   1   1   1
  4T   0   0   0   0   0   0   0   1
  5T   0   0   0   0   1   1   1   1
  6T   0   0   0   0   0   0   1   1
  7T   1   1   1   1   1   1   1   1
  8T   1   1   1   1   0   0   0   0
  9T   1   1   1   1   1   1   1   1
 10T   0   0   0   0   1   1   1   1
 11T   1   1   1   1   1   1   1   1
 12T   1   1   1   1   0   0   0   0
 13T   1   1   1   1   0   0   0   0
 14T   0   0   0   0   1   1   1   1
 15T   0   0   0   0   0   1   1   1
 16T   1   1   1   1   1   1   1   1
 17T   1   1   1   1   1   1   1   1
 18T   1   1   1   1   0   0   0   0
 19T   0   0   0   1   0   0   0   0
 20T   1   1   1   1   1   1   1   1
 21T   1   1   1   0   0   0   0   0
 22T   0   0   0   0   1   1   0   0
 23T   1   1   1   0   0   0   0   0
 24T   0   0   0   1   1   1   1   0
 25T   0   0   0   0   1   0   0   0
