Number of Tool Switches: 29 

Time elapsed: 0.001363 
Tool Sequence:
      5J  4J  2J  8J  6J  7J  1J  3J
  1T   0   0   1   0   0   0   0   0
  2T   1   0   0   0   0   0   0   0
  3T   1   1   1   1   1   1   1   1
  4T   0   0   1   1   0   0   0   0
  5T   0   0   0   0   0   0   0   1
  6T   1   1   0   0   0   0   0   0
  7T   0   0   0   0   0   1   1   1
  8T   1   1   1   0   0   0   0   0
  9T   1   1   1   1   1   1   1   1
 10T   1   0   0   0   0   1   1   1
 11T   0   0   0   0   0   0   1   1
 12T   0   0   0   0   1   1   1   1
 13T   0   0   0   1   1   1   1   1
 14T   1   0   1   0   1   0   0   0
 15T   1   0   0   0   0   0   0   0
 16T   0   1   1   1   0   0   0   0
 17T   0   1   0   0   0   0   0   0
 18T   0   0   1   1   1   0   0   0
 19T   1   1   1   1   1   1   0   0
 20T   0   1   1   1   1   1   0   0
 21T   0   0   0   1   1   1   1   1
 22T   1   1   0   0   0   0   1   0
 23T   0   0   0   1   1   1   1   0
 24T   0   0   0   0   0   0   0   1
 25T   0   1   0   0   0   0   0   0
