Number of Tool Switches: 24 

Time elapsed: 0.000804 
Tool Sequence:
      6J  4J  5J  8J  3J  1J  7J  2J
  1T   1   1   1   1   0   0   0   0
  2T   1   0   0   0   0   0   0   0
  3T   1   1   1   1   1   1   0   0
  4T   1   1   1   1   1   1   1   1
  5T   0   0   0   0   1   0   0   1
  6T   0   0   0   0   1   0   0   0
  7T   1   1   1   1   0   0   0   0
  8T   0   0   0   0   0   0   1   1
  9T   1   1   1   1   0   0   0   1
 10T   0   0   0   0   0   1   1   1
 11T   0   1   1   1   0   1   0   0
 12T   0   1   1   1   1   1   1   1
 13T   0   0   0   0   1   1   1   0
 14T   1   0   0   0   0   0   1   0
 15T   1   1   1   1   1   0   0   0
 16T   1   1   1   1   1   1   1   1
 17T   0   0   0   0   1   1   1   1
 18T   0   0   0   0   0   1   1   0
 19T   1   1   1   1   1   1   1   1
 20T   0   0   0   0   0   0   0   1
