Number of Tool Switches: 26 

Time elapsed: 0.001128 
Tool Sequence:
      2J  6J  3J  5J  8J  1J  4J  7J
  1T   0   0   1   0   0   1   1   1
  2T   1   1   1   0   0   0   0   0
  3T   0   0   0   1   1   0   0   1
  4T   1   1   1   1   1   1   1   1
  5T   1   1   1   1   0   0   0   0
  6T   1   1   1   1   0   0   1   1
  7T   1   0   0   0   0   0   1   1
  8T   0   0   0   0   1   1   1   1
  9T   0   0   0   0   1   1   1   1
 10T   0   0   0   1   1   1   1   1
 11T   1   1   1   1   1   1   1   0
 12T   1   1   1   1   1   0   0   0
 13T   0   0   0   0   0   1   0   0
 14T   0   0   1   1   1   0   0   0
 15T   0   0   0   1   1   1   1   0
 16T   0   0   0   0   0   0   0   1
 17T   1   1   0   0   0   0   0   1
 18T   1   1   0   0   0   1   1   0
 19T   1   1   1   1   1   1   0   0
 20T   0   1   1   0   0   0   0   0
