Number of Tool Switches: 15 

Time elapsed: 0.000654 
Tool Sequence:
      3J  1J  4J  7J  6J  5J  8J  2J
  1T   1   1   1   1   1   1   1   1
  2T   1   1   1   1   1   1   1   1
  3T   1   1   1   1   1   1   1   1
  4T   1   1   1   1   1   1   1   1
  5T   1   1   1   1   1   1   1   1
  6T   1   1   1   1   1   0   0   0
  7T   1   1   1   0   0   0   0   0
  8T   0   0   0   1   0   0   0   0
  9T   1   1   1   1   1   1   1   1
 10T   1   1   1   1   1   1   1   1
 11T   1   1   1   0   0   0   0   0
 12T   0   0   0   0   0   0   0   1
 13T   0   0   0   0   0   1   1   1
 14T   0   0   0   0   1   1   1   1
 15T   0   0   0   1   1   1   1   0
