Number of Tool Switches: 25 

Time elapsed: 0.000763 
Tool Sequence:
      4J  1J  8J  2J  7J  3J  6J  5J
  1T   0   1   1   1   1   1   1   1
  2T   0   0   0   1   1   1   1   1
  3T   1   0   0   0   0   0   0   0
  4T   1   1   1   1   0   0   0   0
  5T   0   0   0   0   0   0   1   1
  6T   0   0   0   0   0   0   0   1
  7T   0   0   1   1   1   1   1   1
  8T   1   1   1   1   0   0   0   0
  9T   0   0   0   0   1   1   0   0
 10T   1   1   1   1   1   0   0   0
 11T   1   1   1   0   1   1   1   1
 12T   1   1   1   0   0   1   1   0
 13T   1   1   1   1   1   1   1   1
 14T   1   1   1   1   1   1   1   0
 15T   0   0   0   1   0   0   0   1
 16T   1   1   1   0   0   0   0   1
 17T   0   0   0   1   1   1   0   0
 18T   0   0   0   0   0   1   1   0
 19T   0   0   0   0   1   0   0   0
 20T   1   1   0   0   0   0   1   1
