Number of Tool Switches: 20 

Time elapsed: 0.000596 
Tool Sequence:
      4J  6J  5J  7J  1J  3J  8J  2J
  1T   0   0   1   1   1   1   1   1
  2T   0   0   0   0   0   0   0   1
  3T   0   0   0   1   1   0   0   0
  4T   1   1   1   1   1   1   1   0
  5T   0   0   0   0   0   1   1   1
  6T   1   1   1   1   0   0   0   1
  7T   1   1   1   1   0   0   0   1
  8T   1   1   1   1   1   1   1   0
  9T   1   1   0   0   1   1   1   1
 10T   1   1   1   1   1   1   1   1
 11T   1   1   0   0   1   1   1   0
 12T   0   0   1   1   1   1   1   1
 13T   1   1   1   1   1   1   1   0
 14T   1   1   1   0   0   0   0   1
 15T   1   1   1   1   1   1   1   1
