Number of Tool Switches: 27 

Time elapsed: 0.001466 
Tool Sequence:
      4J  2J  6J  3J  8J  5J  7J  1J
  1T   1   1   1   1   1   1   1   1
  2T   1   1   1   1   1   1   1   1
  3T   1   1   1   1   1   1   1   1
  4T   1   1   1   1   1   1   1   1
  5T   1   1   1   1   1   1   1   1
  6T   1   1   1   1   0   0   0   0
  7T   1   1   1   1   1   1   1   1
  8T   1   1   1   1   1   1   1   1
  9T   1   1   1   0   0   0   0   0
 10T   0   0   0   0   1   1   1   1
 11T   0   0   0   0   0   1   1   1
 12T   0   0   0   0   0   0   1   1
 13T   1   1   1   1   1   1   1   1
 14T   1   1   1   1   1   1   1   1
 15T   1   1   1   1   1   1   1   1
 16T   1   1   1   1   1   1   1   1
 17T   1   1   1   1   1   1   1   0
 18T   0   0   0   1   1   1   1   1
 19T   1   1   1   1   1   1   1   1
 20T   1   1   1   1   1   1   1   1
 21T   1   1   1   1   1   1   0   0
 22T   0   0   0   0   1   1   1   1
 23T   1   1   1   1   0   0   0   1
 24T   1   1   1   1   1   1   1   0
 25T   1   1   1   1   1   0   0   1
