Number of Tool Switches: 25 

Time elapsed: 0.000875 
Tool Sequence:
      7J  6J  2J  8J  3J  1J  5J  4J
  1T   1   1   1   1   1   0   0   0
  2T   0   0   0   0   0   0   1   1
  3T   0   0   0   0   1   0   0   1
  4T   1   1   1   1   0   0   0   0
  5T   1   1   0   0   1   1   1   1
  6T   0   0   0   1   1   1   0   0
  7T   1   1   1   0   0   0   0   0
  8T   1   1   1   1   1   0   0   0
  9T   0   0   0   0   0   0   0   1
 10T   1   1   1   0   0   0   1   1
 11T   0   0   0   0   0   1   0   0
 12T   0   0   0   0   1   1   1   1
 13T   1   1   1   1   1   1   1   1
 14T   1   1   1   1   0   0   0   0
 15T   0   0   0   0   0   0   1   1
 16T   0   0   0   1   1   1   1   1
 17T   1   1   1   1   0   1   1   0
 18T   1   1   1   1   1   1   0   0
 19T   0   0   1   1   0   1   1   0
 20T   0   0   0   0   1   1   1   1
