Number of Tool Switches: 20 

Time elapsed: 0.012957 
Tool Sequence:
      1J  2J  5J  4J  3J  6J  7J  8J
  1T   0   0   0   0   0   0   0   1
  2T   0   0   0   1   1   1   1   1
  3T   0   0   0   0   0   0   1   1
  4T   1   1   1   1   1   1   1   1
  5T   0   0   0   0   1   1   1   1
  6T   0   0   0   0   0   0   0   1
  7T   1   1   1   1   0   0   0   0
  8T   0   0   0   0   1   0   0   0
  9T   1   1   1   1   1   1   1   1
 10T   0   0   0   1   1   1   1   1
 11T   1   1   0   0   0   0   0   0
 12T   1   1   1   1   1   1   0   0
 13T   1   1   1   1   1   1   1   1
 14T   1   1   1   1   0   0   0   0
 15T   1   1   1   0   0   0   0   0
 16T   0   0   0   0   0   1   1   1
 17T   1   1   1   1   1   1   1   0
 18T   0   0   0   0   0   0   1   0
 19T   0   0   1   0   0   0   0   0
 20T   1   1   1   1   1   1   0   0
