Number of Tool Switches: 21 

Time elapsed: 0.093387 
Tool Sequence:
      6J  4J  5J  1J  7J  2J  8J  3J
  1T   1   1   1   1   1   1   1   1
  2T   1   1   1   1   1   1   1   1
  3T   1   1   1   1   1   1   1   1
  4T   1   1   1   1   1   1   1   1
  5T   0   0   0   0   1   1   1   1
  6T   1   1   1   1   1   1   1   1
  7T   0   0   0   1   1   1   1   1
  8T   1   1   1   1   1   1   1   0
  9T   0   0   1   1   1   1   1   1
 10T   1   1   1   1   1   1   1   1
 11T   1   1   1   0   0   0   0   0
 12T   1   1   0   0   0   1   1   1
 13T   1   1   0   0   0   0   0   0
 14T   1   1   1   1   1   1   1   1
 15T   0   0   0   0   0   0   0   1
 16T   1   1   1   1   1   1   1   1
 17T   0   0   1   1   0   0   0   0
 18T   1   1   1   1   1   1   1   1
 19T   1   1   1   1   1   1   1   1
 20T   1   1   1   1   1   0   0   0
