Number of Tool Switches: 27 

Time elapsed: 0.079058 
Tool Sequence:
      4J  5J  8J  1J  3J  2J  6J  7J
  1T   1   1   1   1   1   1   1   1
  2T   0   1   1   1   1   1   1   1
  3T   1   1   1   1   1   1   1   0
  4T   1   1   1   1   1   1   1   1
  5T   1   1   1   1   1   0   0   0
  6T   1   0   0   0   1   1   1   1
  7T   0   0   1   1   1   1   1   1
  8T   0   1   1   1   1   1   1   1
  9T   1   0   0   1   1   1   1   1
 10T   0   0   0   0   1   0   0   1
 11T   1   1   1   1   1   1   0   0
 12T   1   1   1   1   0   0   0   1
 13T   1   1   1   1   1   1   0   0
 14T   1   1   0   0   0   0   1   1
 15T   1   1   1   0   0   1   1   1
 16T   1   1   1   1   1   1   1   0
 17T   1   1   1   1   1   1   1   1
 18T   1   1   1   1   0   0   1   1
 19T   0   0   0   0   0   1   1   1
 20T   1   1   1   1   1   1   1   1
